imdb_id,name,genre,dataset_genre,topic1,topic2,topic3,topic4,topic5
tt0892769,How to Train Your Dragon,"Animation, Action, Adventure, Family, Fantasy",family,"['dragon', 'hiccup', 'story', 'great', 'viking', 'character', 'life', 'train', 'like', 'best']","['dragon', 'story', 'father', 'son', 'animation', 'make', 'viking', 'like', 'tale', 'animate']","['dragon', 'hiccup', 'viking', 'toothless', 'animation', 'character', 'best', 'feel', 'make', 'new']","['dragon', 'book', 'character', 'train', 'viking', 'hiccup', 'know', 'think', 'end', 'make']","['animation', 'watch', 'movie', 'great', 'year', 'love', 'time', 'dragon', 'train', 'amaze']"
tt0986264,Like Stars on Earth,"Drama, Family",family,"['child', 'make', 'life', 'aamir', 'kid', 'parent', 'like', 'thing', 'way', 'think']","['kid', 'saw', 'ishaan', 'world', 'life', 'people', 'way', 'class', 'like', 'school']","['scene', 'aamir', 'really', 'khan', 'dont', 'par', 'zameen', 'watch', 'fantasy', 'darsheel']","['zameen', 'par', 'taare', 'aamir', 'audience', 'children', 'truly', 'child', 'make', 'subject']","['child', 'come', 'khan', 'zameen', 'time', 'taare', 'great', 'feel', 'par', 'way']"
tt1028532,Hachi: A Dog's Tale,"Drama, Family",family,"['really', 'im', 'stop', 'thought', 'sure', 'glad', 'minute', 'recommend', 'emotional', 'like']","['dog', 'story', 'love', 'hachi', 'think', 'loyalty', 'wait', 'make', 'time', 'year']","['character', 'love', 'dog', 'really', 'touch', 'hachiko', 'richard', 'gere', 'bit', 'roemer']","['dog', 'people', 'make', 'eye', 'dont', 'sad', 'tear', 'want', 'big', 'think']","['story', 'dog', 'hachiko', 'love', 'year', 'station', 'time', 'life', 'wait', 'ueno']"
tt1865505,Song of the Sea,"Animation, Adventure, Drama, Family, Fantasy",family,"['story', 'animate', 'sea', 'song', 'make', 'beautiful', 'moore', 'animation', 'ben', 'character']","['story', 'sea', 'song', 'animation', 'mother', 'like', 'irish', 'character', 'watch', 'loss']","['make', 'animation', 'story', 'watch', 'say', 'magic', 'animate', 'best', 'beautiful', 'sound']","['sea', 'ben', 'sister', 'song', 'mother', 'come', 'set', 'animation', 'year', 'ocean']","['sea', 'love', 'make', 'character', 'saoirse', 'animation', 'turn', 'selkie', 'song', 'story']"
tt2543472,Wonder,"Drama, Family",family,"['auggie', 'real', 'kid', 'people', 'world', 'life', 'day', 'wonder', 'child', 'actor']","['book', 'love', 'story', 'really', 'great', 'point', 'actor', 'make', 'true', 'know']","['school', 'life', 'auggie', 'support', 'deformity', 'story', 'thats', 'little', 'child', 'bully']","['holiday', 'christmas', 'like', 'view', 'know', 'wonder', 'say', 'fit', 'warm', 'joyous']","['auggie', 'like', 'story', 'kid', 'bully', 'character', 'wonder', 'friend', 'feel', 'family']"
tt0053946,Inherit the Wind,"Biography, Drama, History",history,"['tracy', 'trial', 'march', 'play', 'character', 'monkey', 'fredric', 'scope', 'instead', 'york']","['spencer', 'make', 'tracy', 'perfect', 'science', 'like', 'christian', 'religion', 'american', 'evolution']","['make', 'trial', 'tracy', 'inherit', 'character', 'like', 'wind', 'kramer', 'time', 'think']","['act', 'time', 'faith', 'make', 'trial', 'march', 'hollywood', 'movie', 'use', 'right']","['march', 'performance', 'time', 'great', 'act', 'tracy', 'simply', 'good', 'actor', 'spencer']"
tt0057115,The Great Escape,"Adventure, Drama, History, Thriller, War",history,"['james', 'great', 'escape', 'steve', 'donald', 'time', 'actor', 'good', 'star', 'bronson']","['make', 'escape', 'american', 'camp', 'great', 'british', 'german', 'war', 'officer', 'james']","['escape', 'great', 'german', 'officer', 'prisoner', 'british', 'make', 'camp', 'plan', 'try']","['escape', 'great', 'like', 'character', 'pow', 'camp', 'nazi', 'german', 'war', 'steve']","['escape', 'james', 'great', 'mcqueen', 'camp', 'garner', 'scene', 'american', 'bronson', 'cast']"
tt0060107,Andrei Rublev,"Biography, Drama, History",history,"['russian', 'people', 'rublev', 'andrei', 'humanity', 'watch', 'time', 'like', 'cinema', 'god']","['rublev', 'like', 'tarkovsky', 'andrei', 'watch', 'people', 'come', 'hour', 'say', 'film']","['tarkovsky', 'andrei', 'scene', 'time', 'work', 'rublev', 'great', 'russia', 'bell', 'movie']","['scene', 'work', 'art', 'hard', 'make', 'like', 'bell', 'prepared', 'spiritual', 'require']","['tarkovsky', 'rublev', 'art', 'make', 'andrei', 'life', 'film', 'work', 'artist', 'great']"
tt0072684,Barry Lyndon,"Adventure, Drama, History, War",history,"['kubrick', 'like', 'story', 'barry', 'time', 'make', 'watch', 'film', 'way', 'narrative']","['kubrick', 'lyndon', 'barry', 'time', 'ryan', 'character', 'watch', 'john', 'mention', 'create']","['kubrick', 'best', 'look', 'make', 'lyndon', 'barry', 'stanley', 'masterpiece', 'scene', 'light']","['kubrick', 'barry', 'man', 'lyndon', 'make', 'novel', 'character', 'great', 'time', 'director']","['barry', 'kubrick', 'lyndon', 'duel', 'character', 'time', 'make', 'novel', 'like', 'scene']"
tt0086879,Amadeus,"Biography, Drama, History, Music",history,"['mozart', 'salieri', 'amadeus', 'music', 'life', 'great', 'composer', 'know', 'watch', 'abraham']","['mozart', 'music', 'salieri', 'play', 'like', 'genius', 'abraham', 'opera', 'forman', 'scene']","['mozart', 'amadeus', 'great', 'director', 'music', 'genius', 'milo', 'foreman', 'film', 'composer']","['production', 'brings', 'superb', 'quite', 'feel', 'fine', 'religious', 'mixed', 'include', 'bit']","['mozart', 'music', 'salieri', 'scene', 'like', 'make', 'life', 'excellent', 'film', 'great']"
