imdb_id,name,genre,dataset_genre,topic1,topic2,topic3,topic4,topic5
tt7286456,Joker,"Crime, Drama, Thriller",crime,"['experience', 'way', 'tremendous', 'stop', 'award', 'painful', 'physically', 'act', 'really', 'perfect']","['awesome', 'masterful', 'edge', 'seat', 'book', 'way', 'different', 'critic', 'point', 'comic']","['phoenix', 'joker', 'feel', 'people', 'character', 'like', 'short', 'think', 'good', 'dark']","['joker', 'cinema', 'far', 'hype', 'origin', 'genre', 'main', 'id', 'ledger', 'insane']","['best', 'oscar', 'great', 'joaquin', 'score', 'truly', 'make', 'joker', 'violent', 'cinematography']"
tt0038650,It's a Wonderful Life,"Drama, Family, Fantasy",drama,"['george', 'life', 'man', 'wonderful', 'bailey', 'review', 'film', 'christmas', 'perfect', 'generation']","['life', 'george', 'bailey', 'stewart', 'scene', 'potter', 'great', 'wonderful', 'make', 'mr']","['life', 'good', 'really', 'christmas', 'character', 'watch', 'fails', 'person', 'wonderful', 'make']","['miracle', 'unmasked', 'capra', 'know', 'wasnt', 'afi', 'narration', 'goodness', 'need', 'strange']","['life', 'thank', 'christmas', 'merry', 'wonderful', 'bailey', 'make', 'good', 'george', 'im']"
tt0050083,12 Angry Men,Drama,drama,"['progressive', 'conservative', 'class', 'deep', 'socially', 'discrimination', 'propose', 'conscious', 'lot', 'suppose']","['juror', 'guilty', 'character', 'man', 'fonda', 'men', 'jack', 'jury', 'innocent', 'draw']","['room', 'make', 'fonda', 'juror', 'best', 'set', 'love', 'jury', 'defendant', 'really']","['scene', 'boy', 'personality', 'hard', 'camera', 'issue', 'juror', 'appear', 'easy', 'people']","['juror', 'men', 'great', 'time', 'make', 'angry', 'character', 'say', 'man', 'case']"
tt0056058,Harakiri,"Drama, History",drama,"['samurai', 'harakiri', 'great', 'japanese', 'story', 'movie', 'seppuku', 'attention', 'make', 'hanshiro']","['samurai', 'clan', 'japan', 'honor', 'like', 'moral', 'chijiiwa', 'know', 'think', 'picture']","['samurai', 'seppuku', 'honor', 'performance', 'tale', 'grieve', 'man', 'nakadais', 'belief', 'motome']","['saw', 'time', 'make', 'summary', 'subtitle', 'learn', 'character', 'harakiri', 'assumption', 'samurai']","['ishihama', 'center', 'tsugumo', 'property', 'delighted', 'tight', 'case', 'entrails', 'hairsplitting', 'meaningless']"
tt0073486,One Flew Over the Cuckoo's Nest,Drama,drama,"['greatness', 'truly', 'produce', 'hollywood', 'best', 'gem', 'uplift', 'time', 'performance', 'tough']","['movie', 'ive', 'touch', 'emotional', 'historical', 'best', 'performance', 'today', 'world', 'like']","['ratch', 'mcmurphy', 'nurse', 'make', 'mental', 'chief', 'point', 'institution', 'best', 'patient']","['mcmurphy', 'like', 'talk', 'care', 'recommend', 'ward', 'left', 'watch', 'highly', 'jack']","['actor', 'nicholson', 'perfect', 'great', 'people', 'cinema', 'single', 'fletcher', 'make', 'lose']"
tt0095765,Cinema Paradiso,Drama,drama,"['version', 'min', 'love', 'stay', 'guy', 'half', 'story', 'director', 'enjoy', 'cinema']","['love', 'hour', 'version', 'cinema', 'scene', 'cut', 'life', 'alfredo', 'elena', 'salvatore']","['maybe', 'feeling', 'memory', 'script', 'direction', 'sit', 'like', 'theatre', 'superstar', 'movie']","['time', 'movie', 'love', 'way', 'small', 'favorite', 'end', 'life', 'cinema', 'make']","['history', 'story', 'viewer', 'sicilian', 'level', 'attempt', 'love', 'look', 'elena', 'salvatoreis']"
tt0109830,Forrest Gump,"Drama, Romance",drama,"['time', 'watch', 'key', 'guy', 'know', 'say', 'forrest', 'hair', 'like', 'stuff']","['gump', 'forrest', 'life', 'american', 'think', 'like', 'love', 'say', 'people', 'great']","['forrest', 'school', 'like', 'life', 'need', 'love', 'way', 'meaning', 'think', 'innocence']","['watch', 'oscar', 'hank', 'big', 'tom', 'best', 'win', 'drama', 'favorite', 'wonderful']","['star', 'nominate', 'best', 'self', 'hank', 'instead', 'career', 'great', 'doubt', 'academy']"
tt0111161,The Shawshank Redemption,Drama,drama,"['say', 'love', 'busy', 'darn', 'people', 'typical', 'need', 'theyre', 'isnt', 'friend']","['shawshank', 'youll', 'good', 'title', 'andy', 'thing', 'dark', 'soul', 'character', 'hope']","['music', 'create', 'best', 'world', 'artist', 'film', 'nice', 'deserves', 'darabont', 'cue']","['performance', 'andy', 'hope', 'best', 'great', 'life', 'shawshank', 'robbins', 'red', 'freeman']","['best', 'time', 'watch', 'say', 'shawshank', 'make', 'hope', 'redemption', 'amaze', 'come']"
tt0120586,American History X,Drama,drama,"['brother', 'skin', 'scene', 'edward', 'good', 'watch', 'make', 'character', 'white', 'violence']","['people', 'like', 'extremely', 'black', 'completely', 'apart', 'white', 'really', 'family', 'belief']","['right', 'best', 'life', 'good', 'thing', 'walk', 'bad', 'actor', 'change', 'dont']","['derek', 'norton', 'black', 'american', 'end', 'edward', 'best', 'character', 'history', 'brother']","['message', 'great', 'people', 'derek', 'norton', 'make', 'fascinate', 'neonazism', 'simplistic', 'exist']"
tt0120815,Saving Private Ryan,"Drama, War",drama,"['ryan', 'german', 'war', 'soldier', 'probably', 'make', 'moment', 'military', 'speilberg', 'ii']","['history', 'american', 'think', 'focus', 'flaw', 'people', 'good', 'building', 'war', 'minor']","['war', 'soldier', 'good', 'spielberg', 'like', 'think', 'truth', 'little', 'make', 'reason']","['amaze', 'save', 'war', 'watch', 'point', 'id', 'german', 'way', 'survive', 'add']","['great', 'beach', 'affected', 'ryan', 'war', 'save', 'john', 'private', 'man', 'make']"
tt0137523,Fight Club,Drama,drama,"['condone', 'people', 'club', 'think', 'message', 'fight', 'behavior', 'mayhem', 'feel', 'question']","['wakeup', 'isand', 'press', 'major', 'survivor', 'bounce', 'doesnt', 'context', 'materialism', 'certainly']","['saw', 'life', 'best', 'book', 'time', 'young', 'performance', 'youll', 'dont', 'read']","['watch', 'im', 'fight', 'twice', 'brad', 'club', 'like', 'half', 'pitt', 'role']","['fight', 'watch', 'school', 'lot', 'actor', 'club', 'violence', 'film', 'like', 'lead']"
tt2582802,Whiplash,"Drama, Music",drama,"['neyman', 'jazz', 'human', 'fletcher', 'play', 'watch', 'make', 'best', 'people', 'music']","['whiplash', 'cruelty', 'make', 'consider', 'long', 'tension', 'film', 'drum', 'budget', 'review']","['st', 'fletcher', 'andrew', 'like', 'century', 'unknown', 'jerk', 'drum', 'make', 'simmonss']","['know', 'simmons', 'jazz', 'say', 'music', 'musician', 'intensity', 'watch', 'like', 'act']","['andrew', 'fletcher', 'teacher', 'dream', 'teller', 'greatness', 'great', 'push', 'slap', 'simmons']"
