Reviews
"This movie is, quite seriously, the Citizen Kane of Disney animation. Every animated movie from Disney ever since has been a failed attempt to recreate the masterpiece that this film is. This movie is an anomaly in a market usually dominated by formulaic kiddie-fare. Unlike most films from animation studios, this movie will enthrall you, whether you're 5 years old, or 50. An epic plot, intriguing characters, great music and hillarious moments make this film a family classic that will endure through the ages. 10/10"
"Released Christmas Day in 2002 to IMAX and large format screens, The Lion King makes a triumphant return to the screen after eight years. Its every bit as majestic and great as it has been before.The Lion King Mufasa (James Earl Jones) just had a baby cub named Simba. All of the animals come to the ceremony, except for Mufasa's brother Scar (Jeremy Irons). Scar desperately wants to be King, but can't. As long as Mufasa and Simba are there. Soon Simba is able to walk and talk and is voiced by Jonathon Taylor Thomas. After hearing about an elephant graveyard from Scar, he and his friend Nala (Niketa Calame) visit it. They meet three bumbling hyenas: Banzai (Cheech Marin), Shenzi (Whoopi Goldberg), and Ed (Jim Cummings), but they manage to leave unhurt. Scar is upset that the hyenas didn't do the job, so he orders a stampede to wipe out both of them, but it only takes care of Mufasa. Scar convinces Simba that he killed Mufasa, not Scar. So Simba flees into exile.The Lion King really benefits from the larger screen. Its lavish landscapes will be able to capture you more, and you can really savor the animation. Disney didn't need any humans, so they could spend all of the time on a great story and lush landscapes. In fact, its camera movement was so majestic that you actually felt like you were part of the pride of lions.The music boomed and really created the atmosphere. Although I had seen this picture before, I still was tense because of the way the music played out. Most of the time, I would just roll my eyes at the attempt to make me nervous. But Hans Zimmer's music really bowled me over and made my heart do calisthenics. Unlike such new Disney pics like Lilo and Stitch, the songs actually did some good. They took you out of a somewhat dreary mood and put a smile on your face and made your feet want to tap along. There were only a few, but they were very entertaining. And the Circle of Life song at the beginning was beautiful, with its perfect pictures and perfect sound.I really like James Earl Jones (he's pretty diverse), and this time was no exception. He seemed to act like he didn't want to do this role, but he couldn't contain his excitement for wanting to do voice-overs again (he had done some work in The Simpsons before). Matthew Broderick redeemed himself for me (after the atrocious Ferris Bueller's Day Off) by showing a strong voicing as the adult Simba. Cheech Marin, Whoopi Goldberg, and Jim Cummings really had good chemistry together, even though they didn't have much screen time. Irons was really good and creepy as Scar (one of those who you can't help but hate), and if that is him really singing, brava!Be warned, The Lion King isn't really for youngsters. It had intense thematic elements that should have warranted a PG, instead of those that don't deserve it (Lilo and Stitch, again). The mood that the music and the script brought out could damper your day, so be warned.This is one movie where you can feel for the characters. You don't say `haha, he's dead', you say `Gasp! I'm so sad!' If it weren't for the gifted scriptwriters, this movie would be kaput and a nothing, not the best Disney movie ever made.The Lion King is a majestic movie, not without humor, that is for almost all to see.My rating: 9/10Rated G for intense thematic elements."
"""The best movie I ever watched in any form or any in language"".No, I am not exaggerating! It is the best movie ever, whether in human form or in animated. I can't find a single flaw in The Lion King (1994). Someone could argue that the story is not original, Disney just twisted it. Someone could also argue that i didn't watch that much of movies to judge ""The Best Ever"" but as I said, this the best movie I ever saw. The story is nice and free flowing and without any unnecessary bumpers. One can not recognized the voices behind the characters, because the characters are so prominent. Music! Let me say I am not very fond of English pop songs, but I could hum almost most of the songs of this movie, so I would say, music is that nice. Animation is superb, landscapes are eye catching, dialogues are sharp and comedy is at its best. What more might I say?Beside everything, you can say how crazy I am about this movie by my name. Enjoy the movie, don't leave the seat. Hakuna Matata!"
"this was, and still is,a great movie I love it, and hope that everyone gets to experience it for themselves, I've watched it many times and it is always good no matter how many times you have seen it,the songs are great and so are all the characters and the story is incredible, great for all ages and I really recommend it to anyone who hasn't already watched it."
"Ah...""The Lion King."" There's so much I can say about this movie but all my comments always come down to one thing: this movie is beautiful. Pure genius. A timeless story. I might be a little biased in my beliefs, seeing as the first movie I remember seeing in theatres is ""The Lion King"" and I still watch it on a regular basis and know all the words but I'm sure there are plenty of people out there who agree with what I have to say. ""The Lion King"" is beautiful; hands down, it is the best Disney film ever created.The story is something that everyone can relate to, whether they are a lion ;) or not. Simba is destined to become king one day and just can't wait to rule the throne; everyone can relate to wanting to grow up and become an adult, to do whatever they want and not have to worry about anything. His father tries to teach him that, despite the fact that he will one day be grown and king, his life will not be easy. Simba has to learn his lesson the hard way when his Uncle Scar, who, too, wants the throne, kills his father and convinces Simba that it was his fault. Suddenly, growing up doesn't seem so great anymore (I can *really* relate to that).And so, Simba flees his home and comes across Timon and Pumbaa, two other outcasts. They teach Simba the ""Hakuna Matata"" lifestyle, something that idealizes a life free of stress, worry and responsibility. Now, don't we all wish we could live this way? No worries for the rest of our days... But when Simba's childhood friend Nala returns, he realizes that he can't live Hakuna Matata forever, for he does have a responsibility to his pride and his homeland. Simba understands that he must grow up, as we all do, and does what's right.The songs are catchy and fit the movie well (the original songs, of course, though ""The Morning Report"" isn't too bad) and the score is haunting and beautiful. Along with the art work, the music captures the heart of Africa.With the types of shows that children watch these days (boy, doesn't that make me sound old?), it's a wonder they'll learn in virtues and values at all. ""The Lion King"" is a great teacher when it comes to learning lessons that will carry throughout their lifetime. ""The Lion King"" teaches children that it's all right to be a kid but you must understand and accept responsibility for things you can and cannot control. Everyone has a place in The Circle of Life and we must find it; the film also teaches that we will encounter bad and even terrible things during our lifetime but we must accept them and move on. These are important, meaningful lessons; heck, I even used them in my SAT essay! ""The Lion King"" is a film for every generation and is a powerful film that all children should see. I'm past my childhood now and I still watch it whenever I get the chance; I look forward to sharing it with my children.A timeless film!"
"I think think this film is excellent and nothing can ever relate to it. I will love this movie my whole life i know i will!! Its great :) The music, the sounds, the characters,the whole movie is great. Its definitely great for kids and it always will be this movie will never grow old. People will still like it when they are 60+. I bet there are people sixty and over who do love this movie.. I am glad that i grew up with this movie its great and i just have to say fare play to the directer i love it!!! I am happy i found this sight i think it is great it give the public a chance to see how there favorite movie is rated by people all over the world. And i think it is excellent the public is aloud to vote!"
"This isn't just the perfect animated movie, it's a perfect reflection of my own life. As strange as it sounds, when I watch this, I don't just see animated animals on screen, I see my life as well. The first half of the movie appeals to my childhood, it's fun, but when Mufasa dies, it brings back memories of my own life. My father died when I was really young, and just like Simba, it hit me pretty hard. I had trouble accepting responsibility for years and years. I kept running from responsibility, putting off learning to drive and even getting a job.But like the second half of the movie, I learned that one of, if not the most important thing about growing up is accepting responsibility. I'm now in my early 20s and attending college, I also learned how to drive and I have a job as well. I can't think of a better message a film can teach than this. That sometimes bad things happen, and you can't do anything about it, but just because you can't prevent it, doesn't mean you can let it control you. You have to move on, and accept responsibility. Don't let the past control you, don't run from it, learn from it. It's a message I try to live by everyday. Everything about this movie is perfect, it's one of the very few movies I would call ""flawless"". The characters are great, all of the songs are fantastic, the animation is timeless, it literally hasn't aged a day since it came out.There isn't a single negative thing I can say about this masterpiece. It makes me want to be a better person, it keeps reminding me to be responsible, it's funny, beautiful, dark, it is everything I want in an animated movie. There is nothing more I can ask of an animated movie than this. The greatest animated movie I have ever seen, and well deserving of being in my Top 10."
"I first saw The Lion King in 1994, when I was 8 years old. Ever since then, I have seen it at least 100 times. I have seen it at least that much because I watched it once every week for almost a year and a half.Recently, I became interested in it again, after having seen The Lion King 3 (or 1,5 if you prefer). It kind of surprised me how I was still intrigued and impressed by the whole thing. It was a magical experience that was almost as good as the very first time (I hadn't seen it in years).Everything about The Lion King is so good, that I can watch it over and over again, just like in the old days. The story begins light-hearted and it has a very nice and fun atmosphere. Very stereotypical characters, as always with Disney, but ever so unique in their own way. As the story progresses, it gets very serious, dramatic and sad as well, I actually cried when I saw it the first time (hey, I was 8, give me a break).Then two of the greatest characters in the history of Disney cartoons get introduced. Timon & Pumbaa set a new height considering comedy in cartoons. Again, very stereotypical, but unique in their own way (I loved Lion King 3 because of them).Another thing I absolutely love about this is the awesome music in it. When I was young I didn't pay attention to it as much as I do now, but the music adds so much to the whole movie.It was very obvious, even from just the intro alone, that Disney worked very hard on this masterpiece. I will definitely never forget The Lion King. I still watch it occasionally and I've never been bored.That's another thing I like about this: the songs. Every major Disney picture has a few songs in it and most of the time they are very memorable. It's the same story here, the songs are very memorable and overall just brilliant. ""Circle of Life"" and ""Can't Wait to be King"" will always have a special place in my heart.I knew the entire script of the Dutch dubbed version when I was young, having seen it so many times. Kind of pathetic, I know, but I liked it that much. Still do.The King among Disney Cartoons for me."
"Best animated of all time! That's it, that's the review!"
"That was the first movie I've ever watched in a cinema. I was a kid and I remember crying while watching - I was in love with the characters and I was feeling them. They felt so real to me. Now... actually, as a grown person, now is the same. Characters are so believable and so realistic. Watching the movie as an adult brings a whole new meaning. The good and the bad characters from the movie are like the people I meet everyday in real life. The story is full of morals which I think are really important for young kids these days. I think that The Lion King is a must for every child and adult! With it's characters and plot, it can really move you and the kids might actually learn something from it. It is far better than modern cartoons full of meaningless action and dialogue."
"Of all the animation classics from the Walt Disney Company, there is perhaps none that is more celebrated than ""The Lion King."" Its acclaim is understandable: this is quite simply a glorious work of art.""The Lion King"" gets off to a fantastic start. The film's opening number, ""The Circle of Life,"" is outstanding. The song lasts for about four minutes, but from the first sound, the audience is floored. Not even National Geographic can capture something this beautiful and dramatic. Not only is this easily the greatest moment in film animation, this is one of the greatest sequences in film history.The story that follows is not as majestic, but the film has to tell a story. Actually, the rest of the film holds up quite well. The story takes place in Africa, where the lions rule. Their king, Mufasa (James Earl Jones) has just been blessed with a son, Simba (Jonathan Taylor Thomas), who goes in front of his uncle Scar (Jeremy Irons) as next in line for the throne. Scar is furious, and sets in motion plans to usurp the throne for himself. After a tragedy occurs and Mufasa is killed, Scar persuades Simba to flee, leaving himself as king. Simba grows up in exile, but he learns that while he can run away from his past, he can never escape it.When viewing the film, it is obvious that ""The Lion King"" is quite different from its predecessors (and successors). This is an epic story that contains more dramatic power than all the other Disney films combined. While there are definitely some light-hearted moments, there is no denying the dark drama that takes up the bulk of the story. While it could be argued that Disney is the champion of family entertainment, this film is not for the very young. Some of the sequences are very dark and violent, many bordering on frightening, even for the older crowd.The voice actors are terrific. Jonathan Taylor Thomas brings a large dose of innocence to Young Simba. He's mischievous, but also terribly naive. His older counterpart, voiced by Matthew Broderick, equals him. He's older, but no less mature. The voices are so similar that it's almost impossible not to believe that they are the same character at different ages. Perhaps no one could have been better suited for the role of Mufasa than James Earl Jones. His baritone voice gives the Mufasa a quality of great power and wisdom; there is no question that his role is king. As Scar, Jeremy Irons is pitch-perfect. The drawing of the character is villainous, but Irons' vocal work complements the animation to create one of the most memorable, and vicious, villains in Disney history. He's unquestionably evil, but he's also clever, which makes him all the more dangerous. Manipulation, not violence is his greatest weapon. Providing some much needed comic relief are Nathan Lane and Ernie Sabella as Timon and Pumbaa, two other outcasts (a meerkat and a warthog), and Rowan Atkinson as Zazu. While there is definite fun from these characters, neither the actors nor the filmmakers allow them to go over-the-top and destroy the mood of the film.Disney's animated features are known for their gorgeous artwork. Nowhere is this more apparent than in ""The Lion King."" Every single frame is jaw-dropping. The colors are rich, and the drawings are sharp and beautiful. One of the pitfalls of animation (both computer and hand-drawn) is that there is sometimes a visible distance between the subject and the background, making it seem as if the figure animation was cut and pasted on the background (this is obviously what happens, but it is up to the artists to make sure that it isn't noticeable). There is none of that here.Throughout the Golden Age of Disney animation, the films have been musicals. ""The Lion King"" is no different, and the songs are brilliant. All of the numbers are standouts (""Can You Feel the Love Tonight"" won the Oscar, but in my opinion, ""The Circle of Life"" was better). In the cases of Simba and Nala (Simba's girlfriend), both young and old, there is a noticeable difference between the speaking and singing parts (everyone else does their own singing and speaking), but never mind. It still works, and that's what's important.""The Lion King"" is not flawless, but on first viewing, they aren't noticeable, and it is likely that the young won't ever notice them. ""Beauty and the Beast"" was the first animated film to get an Oscar nomination for Best Picture (it lost to ""The Silence of the Lambs""), and is thus far the only animated film to receive such an honor. That being the case, it's hard to understand why ""The Lion King"" was not given the same distinction. The two films are more or less equal in quality, and the nominees for the honor that year were not strong.If you haven't already, see ""The Lion King."" You won't be disappointed."
"I being an Animator watched this movie over and over. The quality of animation, movement and voices behind the characters all were so good I have this movie in my collection.This movie was the best animated movie for me in 1994, but still is. The creativity in screenplay, dialog, character development, environment, music, etc. all are masterpieces. This movie is outstanding and exceptional for me."
"The Lion King is not just my favourite animated movie, its one of my favourite movies in its own right. The animation was amazing, and captured the essences of the Savannah brilliantly. The story and plot was one which people of all ages, not just children, could follow and understand, an impressive achievement for an animated movie, one scene in particular wouldn't leave a dry eye in the house, no matter what age the viewer may be, such was its emotional power. The voice acting was some of the best I've seen, particularly James Earl Jones, Rowan Atkinson and Jeremy Irons, and of course Nathan Lane and Ernie Sabella, who at times were flat out hilarious as Timon and Pumba. The music and songs didn't disrupt the scenes they were in, if anything they added to it, particularly the opening song The Circle Of Life which was the best opening to an animated movie I've seen so far. Some have criticized the portrayal of certain animals like the hyena's and the movie doesn't depict life on the plains accurately, well the correct response to that is, its only a story and it isn't meant to as its not a nature documentary. This is a timeless classic which will never age, the fact that it took twenty years for another animated movie to overtake it as the highest-grossing animated movie is a testament to just how brilliant this movie is. A classic which all the family will enjoy."
"The Lion King is absolutely Disney's greatest achievement to date and will long be hailed as such. The story is classic, but better yet are both the stunning animation and the inspirational score by Hans Zimmer. The songs are brilliantly written with music by Elton John (with help from Zimmer) and Lyrics by Andrew Lloyd Webber's long-time partner, Tim Rice. If you aren't among the millions that have purchased the video DO IT (if you can find it anywhere)!"
"this Disney film was probably the most ambitious undertaking by the studio up to that time.the amount of animated sequences are astounding and the detail equally so.so from a technical stand point it's brilliant.and the content of the movie is great as well.the story is wonderful.and unlike many earlier Disney animated movies movies,the villain in this movie is much less evil,and the movie is suitable for most ages.there are a few intense scenes though,and a scene dealing with ***possible minor spoiler***the loss(death)of a character.other than that,though,it should OK for anyone.there are also a fair amount of catchy songs that kids will like,and even the adults might like.for me,The Lion King is a 10/10"
"And here's my spoiler, up front: not only is the young lion's father killed in front of him, he's made to feel it's his own fault. Surely this is even more traumatic than the death of Bambi's mother. And yet, I have to rank this as one of Disney's very best--the color, design, characterizations,and music are all superb. The use of earth tones, so different from Disney's usual bright palette, is stunning and perfect for the story. (And here I want to add that the soundtrack is also excellent--my only quibble being that the powerful ""Circle Of Life"" should have won for best song instead of the pretty but vapid ""Can You Feel the Love Tonight?"". But that being said, I believe that, like ""Beauty and the Beast,"" should have been nominated as picture of the year. If you haven't seen this, what are waiting for?--arnie113_________________________"
"The Lion King is a classic from Disney. I remember going to the movie theater/cinema and watching the film...I was exactly 8 years old. And until now, with 19 years old, the good sensation of watching this movie is the same as that time. My mother even bought me Simba's doll! =)The story takes place in Africa, where Simba, son of Mufasa, is very well protected by his dad.(sometimes with the help of Zazu, a bird that is kind of a counselor of the king Mufasa)Everything goes well, but there is one problem: Scar, Mufasa's brother, is jealous because he is not the king of the jungle, and decides to do a plan to kill Simba and Mufasa. Simba escapes, but Mufasa dies; Scar tells Simba that he is guilty for Mufasa's death,and the terrified Simba runs away, too sad of what happened. Far from his kingdom, Simba meets Pumbaa and Timon, who takes care of him and teaches about Hakuna's Matata philosophy. Everything will be very well for a long time, until Simba meet again his childhood friend Nala ,who tells him about the horrible things Scar is doing in the old Kingdom."
"In 1994, I was 9 years old when my aunt took me to the local cinema to see the ""new animated Disney Film"" called ""The Lion King"" I'm 32 now...In all honesty, the world has changed a lot since -94. In life and in the world we all live in. I wouldn't say that I'm worried about the future. But I think we all feel the ground shaking beneath us....The projector started rolling and ""The Lion King"" came on the big screen. ..From the very first scene, I was BLOWN away! - The Music! - The Colors! - The Characters! - The Voices! - The Story Line, Drama and Comedy!In this adventure, EVERYTHINIG comes together so amazingly perfect. It made me ""choke up"" for the first time, it made me laugh out really loud, I was captured from the first frame to the last.""The Lion King"" is arguably the best animated feature film to date. The film is flawless, an absolute masterpiece in animation. It deals with great loss, hope, friendship, love, and despair. It strokes every emotional string you have! Trust me. This is truly a film for everyone! Your age, gender, what country you're from, or currently live in is irrelevant. This film will capture you in ways that will make you remember what being human is, and will leave you with that extra special feeling that if experiences like this exists? Maybe things are going to be alright after all. 😊My dear friends!This is a film you shouldn't miss! It is a TRUE masterpiece in every aspect! Let these 1,5 hours be part of your life!"
"Disney's The Lion King capped a highly lucrative 5 years for the House of Mouse, who were, before The Little Mermaid came along in 1989 and turned their fortunes around, in real danger. It seems ridiculous to think that the studio that now routinely make billions of dollars a year with their Pixar, Marvel and Lucasfilm output, as well as their recent fondness for re-imagining their so-called 'Disney Animated Classics' series in live-action, could have ever been in danger of actually going under. Yet Mermaid made the millions, Beauty and the Beast (1991) won critical adoration, and Aladdin (1992) charmed, and the rest is history.I remember seeing The Lion King in cinemas back in 1994 with my mum, and not being particularly over-awed. I didn't shed a tear when Mufasa was betrayed, nor was I singing the songs to myself in the car ride home. However, it felt like I was the only one, as the film's popularity seemed to increase each year, with home release re- masters, soundtracks and a theatre production jamming every one of my senses, even now, 22 years later. It was because of this, and partially because I'm an old-school (1930's-60's) Disney loyalist, that I shunned The Lion King for all these years. After finally viewing it again, I wish I had a time machine to slap the 10 year old version of myself, as this is about as close to animated perfection as you can get.For anyone who has somehow never seen the film, The Lion King tells the story of King Mufasa (James Earl Jones), a respected and formidable beast who rules over the Pride Lands of Africa. The arrival of his new son and heir, Simba (Jonathan Taylor Thomas and Matthew Broderick), is cause for celebration across the plains, except, that is, for Mufasa's weak and envious brother Scar (Jeremy Irons) and his hyena friends (Whoopi Goldberg, Cheech Marin and Jim Cummings). When Scar's plan to usurp Mustafa's throne ends in tragedy, Simba flees with guilt and shame, finding unlikely friends in the slow-witted warthog Pumbaa (Ernie Sabella) and motor-mouthed meerkat Timon (Nathan Lane). As Scar's rule leaves Simba's former homeland a hyena-ridden wasteland, will the would-be king fulfil his destiny and take back his crown?From the enchanting, wordless opening scene in which Simba is shown off to the crowd to the tune of Circle of Life, to the savage, expressionistic climax which sees hero and villain have their final showdown, I felt completely immersed in this world, regardless of the fact that I knew the story back to front. This is Disney at its most thoughtful, magical and hilarious. Perhaps taking a page from Studio Ghibli's environmentally-aware book, the film shows a real respect for the natural world despite anthropomophising its characters and dabbling in pseudo-mysticism. Lane and Sabella shine as Timon and Pumbaa, two of Disney's most beloved comedic side- kicks, who also get to belt out one of their most beloved tunes in Hakuna Matata. I'll most likely never be convinced that Disney will manage to recreate the beauty and warmth of the likes of Dumbo (1940) and Bambi (1942) during their Golden Age, but The Lion King is the closest it's ever come."
"The lion king is by far the best Disney movie ever made The animation was amazing, the characters were amazing, the story was great it was just a excellent movie. The only thing that I found a bit extreme was killing of Mufasa though to be fair I never found it that sad and I'd be lying if I said balled my eyes out as a kid, but overall, It was such a great movie that one scene like that really doesn't screw up the rest of the movie and that was probably the only thing in the entire movie that it would have been OK not to show. I Still lave the lion king to this day and I'm almost 21 years old and from the looks of I will love this movie until the day I die."
I love this movie its very touching even though they are all animals the music scenes were my favorite as well the movie itself had a whole lot of suspense when the father died and his death was blamed on his own son who had nothing at all to do with the tragedy but his sly evil uncle was the one to blame he planned it all but it was very interesting when he thought that Simba was Mufasa and then the fight at the end was thrilling and the way he died was good for him.over all awesome movie!!! Hope they make more movies that will keep people or viewers wanting more. I believe that this is a great family movie to watch together.
"""The Lion King"" is essentially a retelling of ""Hamlet"" set on the Savannah and casted with lions. Simba (Prince Hamlet) is the child of Mufasa (King Hamlet) and Sarabi (Gertrude), the heir apparent of the Savannah. His uncle Scar (Claudius), however, has ambitions for the throne. Aligning himself with a pack of hyenas, Scar succeeds in killing his brother and taking the throne for himself. The Hyenas, unable to kill Simba, chase him into a desert and leave him for dead. He grows up mentored by the meerkat Timon (Rosencrantz) and the warthog Pumba (Guildenstern) until Nala (Ophelia), a childhood friend, finds him and convinces him to return home and take his place as king.Despite abundant opportunities to become a derivative child-friendly adaptation of the Shakespeare play, ""The Lion King"" succeeds as a unique and family-friendly experience. It conveys the emotions of tragic loss and unforgivable betrayal that, while devastating and heartbreaking, are still appropriate for the entire family. Even moreso than Bambi's mother's, Mufasa's death is a heartrenching experience (and I am not above admitting that I cried watching Simba search for his father in the deserted gorge in which he died).The animation is easily the most breathtaking of Disney's 2-D features: brilliantly capturing the majesty of the African Savannah. The Pride Lands are bright and crisp while the elephant graveyard is nightmarishly grim. The landscape upon Simba's return is nothing short of haunting.The film demonstrates an elegant mastery of visual symbolism rare in films produced since the early sixties. The song ""Be Prepared"" contains evocative visual allusions to the Third Reich, aligning Scar's reign with that of Hitler's. Gothic tradition holds that the natural world is a reflection of the social order; as such, the barren Pride Lands, littered with bones and scorched flora, with bent, stunted trees in the foreground reflects the unnatural ascension of Scar to the throne. In a moment of catharsis etched into every child's memory, the post-battle rain washes away the last remnants of Scar's reign, cleansing the Pride Lands and its inhabitants.A host of prominent actors lend their vocal talents to this film, including the James Earl Jones, Matthew Broderick, Cheech Marin, Whoopi Goldberg. Elton John rounds out the vocal ensemble, lending his voice to a number of Tim Rice's exceptional musical numbers.This is film is a true classic and easy to for all viewers, young and old, to enjoy together. It is a rare person who will not find something to like in it (genuinely funny quips, thrilling musical numbers, well-crafted script, exceptional voice talents). If you get the slightest opportunity to see this film, I recommend that you take it."
